time,lat,long,NO2,name,wind_speed,road_dens,pp_dens,earth_no2
2019-01-17,21.0491,105.8831,32.21331667,NVC,3.2106437206268312,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-01-18,21.0491,105.8831,56.01904167,NVC,1.8068424701690675,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-01-19,21.0491,105.8831,70.90895,NVC,1.6163273096084594,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-01-20,21.0491,105.8831,61.71862917,NVC,5.521267986297607,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-01-21,21.0491,105.8831,30.25038333,NVC,4.386066532135009,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-01-22,21.0491,105.8831,57.45888261,NVC,2.3526150703430178,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-01-23,21.0491,105.8831,95.19209524,NVC,2.300079154968261,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-01-24,21.0491,105.8831,46.04705882,NVC,3.006656742095948,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-01-25,21.0491,105.8831,28.09166667,NVC,2.60587477684021,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-01-26,21.0491,105.8831,27.77083333,NVC,2.6614749908447264,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-01-27,21.0491,105.8831,37.225,NVC,2.7710237979888914,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-01-28,21.0491,105.8831,35.95833333,NVC,2.9421503067016603,2988.391064453125,37.33873100280762,0.0001250432724832
2019-01-29,21.0491,105.8831,31.72796667,NVC,2.730948257446289,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-01-30,21.0491,105.8831,40.85408947,NVC,4.792094421386719,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-01-31,21.0491,105.8831,42.69805882,NVC,4.731148910522461,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-02-01,21.0491,105.8831,59.91645,NVC,2.9993751525878904,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-02-02,21.0491,105.8831,54.3783875,NVC,3.9985944747924806,2988.391064453125,37.33873100280762,0.0001366071991533
2019-02-03,21.0491,105.8831,43.2923125,NVC,3.941195106506348,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-02-04,21.0491,105.8831,23.4062,NVC,3.092779541015625,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-02-05,21.0491,105.8831,21.15215833,NVC,2.259916067123413,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-02-06,21.0491,105.8831,14.1924875,NVC,5.286520957946777,2988.391064453125,37.33873100280762,0.0001138477236963
2019-02-07,21.0491,105.8831,25.52897083,NVC,3.483151388168335,2988.391064453125,37.33873100280762,0.000121879137513
2019-02-08,21.0491,105.8831,33.07019167,NVC,3.821526908874512,2988.391064453125,37.33873100280762,4.647152664446749e-05
2019-02-09,21.0491,105.8831,30.98872917,NVC,4.442263507843018,2988.391064453125,37.33873100280762,3.209740680176765e-05
2019-02-10,21.0491,105.8831,22.64964583,NVC,4.615271663665771,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-02-11,21.0491,105.8831,25.22201667,NVC,2.812939262390137,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-02-12,21.0491,105.8831,27.4532125,NVC,2.572066402435303,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-02-13,21.0491,105.8831,28.62477917,NVC,3.385756826400757,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-02-14,21.0491,105.8831,31.817375,NVC,3.117179584503174,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-02-15,21.0491,105.8831,27.85900833,NVC,2.7114123821258547,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-02-16,21.0491,105.8831,24.76249167,NVC,3.496181774139404,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-02-17,21.0491,105.8831,20.91912083,NVC,3.7172093391418457,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-02-18,21.0491,105.8831,44.49105833,NVC,3.9269580364227297,2988.391064453125,37.33873100280762,9.209352360704418e-05
2019-02-19,21.0491,105.8831,37.250525,NVC,4.282141876220703,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-02-20,21.0491,105.8831,24.7162625,NVC,4.420542621612549,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-02-21,21.0491,105.8831,29.8196125,NVC,4.53765459060669,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-02-22,21.0491,105.8831,29.31253333,NVC,2.159359645843506,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-02-23,21.0491,105.8831,20.543125,NVC,4.959525299072266,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-02-24,21.0491,105.8831,28.28814583,NVC,1.7940524101257325,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-02-25,21.0491,105.8831,30.46708333,NVC,2.1315783739089964,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-02-26,21.0491,105.8831,33.71902917,NVC,4.449856472015381,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-02-27,21.0491,105.8831,52.12087083,NVC,4.297741317749024,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-02-28,21.0491,105.8831,43.51987083,NVC,5.205621433258057,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-03-01,21.0491,105.8831,28.05015,NVC,5.1442869186401365,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-03-02,21.0491,105.8831,30.48475417,NVC,4.026349782943726,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-03-03,21.0491,105.8831,36.64037083,NVC,4.516220474243164,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-03-04,21.0491,105.8831,38.8140125,NVC,6.103884601593018,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-03-05,21.0491,105.8831,16.72304,NVC,4.9085033416748045,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-03-07,21.0491,105.8831,29.26011111,NVC,4.353837394714356,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-03-08,21.0491,105.8831,20.61080909,NVC,3.845982599258423,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-03-12,21.0491,105.8831,73.4878,NVC,3.931726408004761,2988.391064453125,37.33873100280762,9.278615470975636e-05
2019-03-13,21.0491,105.8831,74.358225,NVC,4.912141513824463,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-03-14,21.0491,105.8831,52.01100833,NVC,4.037276744842529,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-03-15,21.0491,105.8831,34.54174583,NVC,2.451852989196777,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-03-16,21.0491,105.8831,33.61659167,NVC,3.3780980110168457,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-03-17,21.0491,105.8831,22.15833333,NVC,3.792500400543213,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-03-18,21.0491,105.8831,21.34362917,NVC,4.453139686584473,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-03-19,21.0491,105.8831,29.7991125,NVC,6.0246789932250975,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-03-20,21.0491,105.8831,37.39204167,NVC,5.979145050048828,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-03-21,21.0491,105.8831,33.56024583,NVC,4.374276828765869,2988.391064453125,37.33873100280762,9.081018661096594e-05
2019-03-22,21.0491,105.8831,38.23035833,NVC,3.95263090133667,2988.391064453125,37.33873100280762,7.423952774843201e-05
2019-03-23,21.0491,105.8831,31.56653333,NVC,5.795599937438965,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-03-24,21.0491,105.8831,33.69110417,NVC,2.768801593780517,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-03-25,21.0491,105.8831,30.86077083,NVC,3.2852714538574217,2988.391064453125,37.33873100280762,6.13158844622894e-05
2019-03-26,21.0491,105.8831,35.79940455,NVC,4.9081827163696286,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-03-27,21.0491,105.8831,39.46639167,NVC,6.252858066558838,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-03-28,21.0491,105.8831,40.345275,NVC,4.628801059722901,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-04-08,21.0491,105.8831,26.33777273,NVC,5.740430545806885,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-04-09,21.0491,105.8831,26.52127917,NVC,5.082443714141846,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-04-10,21.0491,105.8831,21.80296667,NVC,4.808045101165772,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-04-11,21.0491,105.8831,20.73549167,NVC,4.1704377174377445,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-04-12,21.0491,105.8831,17.427125,NVC,4.415863037109375,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-04-13,21.0491,105.8831,12.825175,NVC,5.111761093139648,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-04-14,21.0491,105.8831,12.76784167,NVC,4.320829963684082,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-04-15,21.0491,105.8831,23.4699125,NVC,3.1025282382965087,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-04-16,21.0491,105.8831,22.48265417,NVC,1.59036180973053,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-04-17,21.0491,105.8831,37.92055,NVC,5.558461380004883,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-04-18,21.0491,105.8831,28.07879167,NVC,5.539908504486084,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-04-19,21.0491,105.8831,45.04529167,NVC,3.999346208572388,2988.391064453125,37.33873100280762,7.121891481283195e-05
2019-04-20,21.0491,105.8831,45.51422917,NVC,4.074174880981445,2988.391064453125,37.33873100280762,6.645690218945073e-05
2019-04-21,21.0491,105.8831,29.38429583,NVC,4.172996234893799,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-04-22,21.0491,105.8831,53.09782083,NVC,5.579147624969482,2988.391064453125,37.33873100280762,7.159702125523184e-05
2019-04-23,21.0491,105.8831,36.5476125,NVC,5.822249221801758,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-04-24,21.0491,105.8831,49.24319167,NVC,6.802394866943359,2988.391064453125,37.33873100280762,0.0001141484317961
2019-04-25,21.0491,105.8831,37.1110625,NVC,4.551654815673828,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-04-26,21.0491,105.8831,32.654275,NVC,5.969792270660401,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-04-27,21.0491,105.8831,34.01464583,NVC,7.408660316467285,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-04-28,21.0491,105.8831,32.48454583,NVC,5.897942352294922,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-04-29,21.0491,105.8831,37.11625833,NVC,4.928584861755371,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-04-30,21.0491,105.8831,46.05566667,NVC,3.952772903442383,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-05-01,21.0491,105.8831,38.04143333,NVC,3.566613960266113,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-05-02,21.0491,105.8831,52.07172917,NVC,3.973422765731812,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-05-03,21.0491,105.8831,50.0964625,NVC,4.087276935577393,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-05-04,21.0491,105.8831,31.66984583,NVC,5.059563827514649,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-05-05,21.0491,105.8831,38.7666875,NVC,5.175411605834961,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-05-06,21.0491,105.8831,47.733475,NVC,3.7037517547607424,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-05-07,21.0491,105.8831,44.43179167,NVC,4.005874109268189,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-05-08,21.0491,105.8831,29.7026875,NVC,4.510790252685547,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-05-09,21.0491,105.8831,30.1919875,NVC,2.8618380546569826,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-05-10,21.0491,105.8831,33.85790833,NVC,3.5064667224884034,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-05-11,21.0491,105.8831,43.8922,NVC,4.550332546234131,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-05-12,21.0491,105.8831,37.54025833,NVC,5.1498359680175785,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-05-13,21.0491,105.8831,33.909175,NVC,5.146362400054931,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-05-14,21.0491,105.8831,35.302275,NVC,4.940115165710449,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-05-15,21.0491,105.8831,41.98785417,NVC,5.246479034423828,2988.391064453125,37.33873100280762,0.000105306255443
2019-05-16,21.0491,105.8831,47.575875,NVC,4.791852188110352,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-05-17,21.0491,105.8831,49.42495417,NVC,4.626506519317627,2988.391064453125,37.33873100280762,5.321576043527955e-05
2019-05-18,21.0491,105.8831,52.82729583,NVC,4.380267810821533,2988.391064453125,37.33873100280762,6.988203259205918e-05
2019-05-19,21.0491,105.8831,54.2443375,NVC,3.41846227645874,2988.391064453125,37.33873100280762,9.357457089534597e-05
2019-05-20,21.0491,105.8831,40.26678333,NVC,5.571765518188476,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-05-21,21.0491,105.8831,39.38538333,NVC,4.336924934387207,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-05-22,21.0491,105.8831,27.6927,NVC,3.986805868148804,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-05-23,21.0491,105.8831,21.80833333,NVC,4.478190898895264,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-05-24,21.0491,105.8831,21.80833333,NVC,4.823519325256347,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-05-25,21.0491,105.8831,21.80833333,NVC,5.267670822143555,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-05-26,21.0491,105.8831,21.80833333,NVC,4.938890743255615,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-05-27,21.0491,105.8831,21.80833333,NVC,5.391409873962402,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-05-28,21.0491,105.8831,21.80833333,NVC,5.710222911834717,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-05-29,21.0491,105.8831,6.7964,NVC,4.10822286605835,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-05-30,21.0491,105.8831,21.80833333,NVC,3.720860671997072,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-05-31,21.0491,105.8831,21.80833333,NVC,3.2147051811218263,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-06-01,21.0491,105.8831,21.80833333,NVC,1.7224581956863405,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-06-02,21.0491,105.8831,21.80833333,NVC,2.426569366455078,2988.391064453125,37.33873100280762,4.0998902161211095e-05
2019-06-03,21.0491,105.8831,21.80833333,NVC,2.374666452407837,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-06-04,21.0491,105.8831,21.80833333,NVC,2.958407163619995,2988.391064453125,37.33873100280762,0.0001324251741341
2019-06-05,21.0491,105.8831,21.80833333,NVC,5.021234226226807,2988.391064453125,37.33873100280762,6.283260154305026e-05
2019-06-06,21.0491,105.8831,21.80833333,NVC,4.744894409179688,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-06-07,21.0491,105.8831,21.80833333,NVC,5.20936164855957,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-06-08,21.0491,105.8831,21.80833333,NVC,4.517688179016114,2988.391064453125,37.33873100280762,0.0002334586315555
2019-06-09,21.0491,105.8831,21.80833333,NVC,4.77886381149292,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-06-10,21.0491,105.8831,21.80833333,NVC,2.7831212997436525,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-06-11,21.0491,105.8831,21.80833333,NVC,3.295581912994385,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-06-12,21.0491,105.8831,21.80833333,NVC,2.4691596031188965,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-06-13,21.0491,105.8831,21.80833333,NVC,2.5339285373687743,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-06-14,21.0491,105.8831,21.80833333,NVC,3.007798957824707,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-06-15,21.0491,105.8831,21.80833333,NVC,2.889093351364136,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-06-16,21.0491,105.8831,21.80833333,NVC,2.701555347442627,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-06-17,21.0491,105.8831,21.80833333,NVC,4.261071586608887,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-06-18,21.0491,105.8831,21.80833333,NVC,5.180946254730225,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-06-19,21.0491,105.8831,21.80833333,NVC,3.8118062019348153,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-06-20,21.0491,105.8831,21.80833333,NVC,4.491581821441651,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-06-21,21.0491,105.8831,21.80833333,NVC,4.786781311035156,2988.391064453125,37.33873100280762,6.196699799842238e-05
2019-06-22,21.0491,105.8831,21.80833333,NVC,4.36308012008667,2988.391064453125,37.33873100280762,7.16656859444187e-05
2019-06-23,21.0491,105.8831,21.80833333,NVC,2.4919084548950194,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-06-24,21.0491,105.8831,21.80833333,NVC,4.435829448699951,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-06-25,21.0491,105.8831,21.80833333,NVC,4.330016803741455,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-06-26,21.0491,105.8831,57.09371538,NVC,5.932653999328613,2988.391064453125,37.33873100280762,6.453899102996836e-05
2019-06-27,21.0491,105.8831,59.4659375,NVC,4.401080513000489,2988.391064453125,37.33873100280762,6.559157647419301e-05
2019-06-28,21.0491,105.8831,55.6719,NVC,4.792698764801026,2988.391064453125,37.33873100280762,5.2062408190870574e-05
2019-06-29,21.0491,105.8831,56.55985417,NVC,3.756172466278076,2988.391064453125,37.33873100280762,6.488342592484511e-05
2019-06-30,21.0491,105.8831,35.9919375,NVC,5.183201694488526,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-07-01,21.0491,105.8831,42.6984375,NVC,4.919550991058349,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-07-02,21.0491,105.8831,37.57690833,NVC,4.737364006042481,2988.391064453125,37.33873100280762,5.7471561575667e-05
2019-07-03,21.0491,105.8831,29.32372083,NVC,6.924048233032226,2988.391064453125,37.33873100280762,4.778875518240966e-05
2019-07-04,21.0491,105.8831,31.19384167,NVC,7.510555839538574,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-07-05,21.0491,105.8831,46.82129583,NVC,5.015577507019043,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-07-06,21.0491,105.8831,42.77924167,NVC,6.318610572814942,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-07-07,21.0491,105.8831,47.00605833,NVC,3.6129302024841294,2988.391064453125,37.33873100280762,3.596096212277189e-05
2019-07-08,21.0491,105.8831,51.05620833,NVC,3.739550495147705,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-07-09,21.0491,105.8831,43.43425833,NVC,4.907901382446289,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-07-10,21.0491,105.8831,42.954525,NVC,2.461983108520508,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-07-11,21.0491,105.8831,52.14895,NVC,2.9784924030303954,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-07-12,21.0491,105.8831,45.72815833,NVC,3.4722808361053468,2988.391064453125,37.33873100280762,5.044546560384333e-05
2019-07-13,21.0491,105.8831,48.42082917,NVC,3.957071208953857,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-07-14,21.0491,105.8831,34.14545833,NVC,3.5543211460113526,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-07-15,21.0491,105.8831,48.372775,NVC,3.2795570373535154,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-07-16,21.0491,105.8831,56.3461625,NVC,4.962425994873047,2988.391064453125,37.33873100280762,6.430870416807011e-05
2019-07-17,21.0491,105.8831,48.38278333,NVC,4.894078922271729,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-07-18,21.0491,105.8831,48.74253333,NVC,3.517370653152466,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-07-19,21.0491,105.8831,54.95901667,NVC,2.535266971588135,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-07-20,21.0491,105.8831,48.0907125,NVC,3.304728937149048,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-07-21,21.0491,105.8831,52.73525833,NVC,3.2865349769592287,2988.391064453125,37.33873100280762,6.007528607552923e-05
2019-07-22,21.0491,105.8831,57.64532083,NVC,6.7539417266845705,2988.391064453125,37.33873100280762,0.0001227553505038
2019-07-23,21.0491,105.8831,57.0124625,NVC,9.32721405029297,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-07-24,21.0491,105.8831,49.48176957,NVC,8.132194519042969,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-07-25,21.0491,105.8831,45.158925,NVC,5.589729499816895,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-07-26,21.0491,105.8831,50.85653333,NVC,3.953880262374878,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-07-27,21.0491,105.8831,41.12938333,NVC,4.600118923187256,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-07-28,21.0491,105.8831,41.19133043,NVC,3.5647870540618896,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-07-29,21.0491,105.8831,49.3284,NVC,3.2445346832275392,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-07-30,21.0491,105.8831,49.02702083,NVC,4.373381423950195,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-07-31,21.0491,105.8831,31.8403125,NVC,4.295070934295654,2988.391064453125,37.33873100280762,3.244834576404036e-05
2019-08-01,21.0491,105.8831,37.82695,NVC,7.674557304382324,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-08-02,21.0491,105.8831,29.08005417,NVC,6.565695285797119,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-08-03,21.0491,105.8831,17.40614583,NVC,11.4007568359375,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-08-04,21.0491,105.8831,33.16021667,NVC,6.670611572265625,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-08-05,21.0491,105.8831,41.34910417,NVC,5.351689720153809,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-08-06,21.0491,105.8831,39.82700417,NVC,4.069406986236572,2988.391064453125,37.33873100280762,5.267887117475874e-05
2019-08-07,21.0491,105.8831,54.19024167,NVC,3.047352123260498,2988.391064453125,37.33873100280762,6.519825688854109e-05
2019-08-08,21.0491,105.8831,42.4082,NVC,1.891462182998657,2988.391064453125,37.33873100280762,4.93015036730145e-05
2019-08-09,21.0491,105.8831,37.09191667,NVC,1.2748026847839355,2988.391064453125,37.33873100280762,5.974141391671046e-05
2019-08-10,21.0491,105.8831,34.93764167,NVC,3.075253629684448,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-08-11,21.0491,105.8831,32.08759167,NVC,3.2757105350494387,2988.391064453125,37.33873100280762,7.775129632191626e-05
2019-08-12,21.0491,105.8831,17.0826125,NVC,3.3666701793670653,2988.391064453125,37.33873100280762,3.927148495971044e-05
2019-08-13,21.0491,105.8831,19.32691667,NVC,3.5817535400390623,2988.391064453125,37.33873100280762,5.5473656237849234e-05
2019-08-14,21.0491,105.8831,20.378175,NVC,2.753177833557129,2988.391064453125,37.33873100280762,4.7014706742488575e-05
2019-08-15,21.0491,105.8831,18.82292083,NVC,2.93470983505249,2988.391064453125,37.33873100280762,4.764316318387743e-05
2019-08-16,21.0491,105.8831,21.5003,NVC,3.834557056427002,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-08-17,21.0491,105.8831,17.59695833,NVC,2.915675163269043,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-08-18,21.0491,105.8831,15.62957083,NVC,4.928532600402832,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-08-19,21.0491,105.8831,20.1235875,NVC,6.683728218078613,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-08-20,21.0491,105.8831,22.37304583,NVC,7.632655429840088,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-08-21,21.0491,105.8831,19.15226667,NVC,3.090614032745361,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-08-22,21.0491,105.8831,20.78779583,NVC,2.706616878509521,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-08-23,21.0491,105.8831,12.31244583,NVC,4.760653877258301,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-08-24,21.0491,105.8831,13.4064875,NVC,3.0704861640930177,2988.391064453125,37.33873100280762,3.931741057773798e-05
2019-08-25,21.0491,105.8831,16.700175,NVC,2.969969892501831,2988.391064453125,37.33873100280762,5.945558047130367e-05
2019-08-26,21.0491,105.8831,16.563375,NVC,3.40745153427124,2988.391064453125,37.33873100280762,5.945558047130367e-05
