NO2,wind_speed,road_dens,pp_dens,earth_no2
37.091917,1.274803,2988.391064,37.338731,0.000060
34.937642,3.075254,2988.391064,37.338731,0.000059
32.087592,3.275711,2988.391064,37.338731,0.000078
17.082612,3.366670,2988.391064,37.338731,0.000039
19.326917,3.581754,2988.391064,37.338731,0.000055
20.378175,2.753178,2988.391064,37.338731,0.000047
18.822921,2.934710,2988.391064,37.338731,0.000048
21.500300,3.834557,2988.391064,37.338731,0.000059
17.596958,2.915675,2988.391064,37.338731,0.000059
15.629571,4.928533,2988.391064,37.338731,0.000059
20.123587,6.683728,2988.391064,37.338731,0.000059
22.373046,7.632655,2988.391064,37.338731,0.000059
19.152267,3.090614,2988.391064,37.338731,0.000059
20.787796,2.706617,2988.391064,37.338731,0.000059
12.312446,4.760654,2988.391064,37.338731,0.000059
13.406488,3.070486,2988.391064,37.338731,0.000039
16.700175,2.969970,2988.391064,37.338731,0.000059
16.563375,3.407452,2988.391064,37.338731,0.000059
23.578473,2.712625,2988.391064,37.338731,0.000054
19.916433,2.031897,2988.391064,37.338731,0.000059
22.364838,2.274751,2988.391064,37.338731,0.000059
18.171537,2.313213,2988.391064,37.338731,0.000069
12.886358,2.509267,2988.391064,37.338731,0.000059
14.713817,2.947865,2988.391064,37.338731,0.000059
15.120683,3.140711,2988.391064,37.338731,0.000059
13.340962,4.107643,2988.391064,37.338731,0.000030
21.396387,3.906107,2988.391064,37.338731,0.000040
31.775567,3.825074,2988.391064,37.338731,0.000050
36.229867,3.125393,2988.391064,37.338731,0.000056
34.777983,2.768679,2988.391064,37.338731,0.000053
30.730192,2.629391,2988.391064,37.338731,0.000044
37.489112,2.400931,2988.391064,37.338731,0.000051
42.545437,1.846593,2988.391064,37.338731,0.000048
38.272546,2.201075,2988.391064,37.338731,0.000055
32.894933,2.600442,2988.391064,37.338731,0.000076
34.719729,2.913825,2988.391064,37.338731,0.000083
29.083483,2.681091,2988.391064,37.338731,0.000059
22.340404,3.206026,2988.391064,37.338731,0.000059
26.727642,2.580108,2988.391064,37.338731,0.000059
21.109558,3.070845,2988.391064,37.338731,0.000081
16.617608,2.353402,2988.391064,37.338731,0.000052
20.655067,3.846132,2988.391064,37.338731,0.000059
11.623129,4.522204,2988.391064,37.338731,0.000059
12.564271,2.048410,2988.391064,37.338731,0.000059
18.967112,2.024119,2988.391064,37.338731,0.000067
20.168554,2.610284,2988.391064,37.338731,0.000085
20.269100,3.066848,2988.391064,37.338731,0.000059
17.847746,3.126610,2988.391064,37.338731,0.000059
11.661827,4.866129,2988.391064,37.338731,0.000059
12.873158,3.720858,2988.391064,37.338731,0.000059
13.093748,2.863086,2988.391064,37.338731,0.000048
21.808333,4.937700,2988.391064,37.338731,0.000059
3.834200,3.750176,2988.391064,37.338731,0.000038
21.808333,2.206401,2988.391064,37.338731,0.000075
21.808333,2.292482,2988.391064,37.338731,0.000059
43.398144,2.723433,2988.391064,37.338731,0.000059
38.385008,3.979395,2988.391064,37.338731,0.000111
36.718771,4.838531,2988.391064,37.338731,0.000059
21.482546,4.317730,2988.391064,37.338731,0.000059
29.258467,3.050121,2988.391064,37.338731,0.000059
36.634550,3.723747,2988.391064,37.338731,0.000059
36.230858,3.163257,2988.391064,37.338731,0.000059
26.412196,4.579939,2988.391064,37.338731,0.000059
30.243158,3.316527,2988.391064,37.338731,0.000050
40.494108,3.821533,2988.391064,37.338731,0.000065
40.596162,3.425355,2988.391064,37.338731,0.000059
26.896183,3.416137,2988.391064,37.338731,0.000059
21.365012,2.754016,2988.391064,37.338731,0.000059
27.381725,3.978537,2988.391064,37.338731,0.000059
33.788633,3.844377,2988.391064,37.338731,0.000043
47.601646,2.701611,2988.391064,37.338731,0.000058
68.086833,2.450023,2988.391064,37.338731,0.000085
48.961296,3.120471,2988.391064,37.338731,0.000037
50.680658,3.266714,2988.391064,37.338731,0.000049
62.854887,2.681835,2988.391064,37.338731,0.000110
45.574892,3.300743,2988.391064,37.338731,0.000061
56.489554,1.913083,2988.391064,37.338731,0.000091
57.185483,2.264691,2988.391064,37.338731,0.000057
36.437083,4.974965,2988.391064,37.338731,0.000059
33.435138,2.876767,2988.391064,37.338731,0.000059
54.100217,2.320999,2988.391064,37.338731,0.000123
39.761225,3.606997,2988.391064,37.338731,0.000059
30.552042,3.531113,2988.391064,37.338731,0.000175
30.039413,6.001948,2988.391064,37.338731,0.000059
25.029408,3.913421,2988.391064,37.338731,0.000059
34.570058,3.516638,2988.391064,37.338731,0.000061
37.312129,3.227029,2988.391064,37.338731,0.000088
52.309967,2.177952,2988.391064,37.338731,0.000074
56.957121,2.235578,2988.391064,37.338731,0.000059
46.963121,2.272339,2988.391064,37.338731,0.000059
58.922854,5.262552,2988.391064,37.338731,0.000124
41.623433,3.178517,2988.391064,37.338731,0.000059
47.758042,5.299151,2988.391064,37.338731,0.000047
24.674750,4.932318,2988.391064,37.338731,0.000059
45.105625,3.364584,2988.391064,37.338731,0.000152
56.887158,2.823659,2988.391064,37.338731,0.000059
42.970796,4.637147,2988.391064,37.338731,0.000059
23.454375,4.712796,2988.391064,37.338731,0.000056
39.631317,3.671409,2988.391064,37.338731,0.000057
40.116558,4.005990,2988.391064,37.338731,0.000051
30.921063,4.084273,2988.391064,37.338731,0.000046
31.420037,3.864944,2988.391064,37.338731,0.000058
45.602825,3.507277,2988.391064,37.338731,0.000058
55.201212,2.973325,2988.391064,37.338731,0.000103
63.457133,2.431771,2988.391064,37.338731,0.000088
66.361754,2.105142,2988.391064,37.338731,0.000109
70.825983,2.601319,2988.391064,37.338731,0.000067
59.718583,2.220443,2988.391064,37.338731,0.000086
67.319125,1.885983,2988.391064,37.338731,0.000096
50.403500,1.982032,2988.391064,37.338731,0.000059
41.493363,2.180328,2988.391064,37.338731,0.000059
24.385140,2.527783,2988.391064,37.338731,0.000059
37.097833,2.232561,2988.391064,37.338731,0.000084
23.206212,4.641081,2988.391064,37.338731,0.000152
27.843788,4.567877,2988.391064,37.338731,0.000059
27.935817,3.622309,2988.391064,37.338731,0.000059
23.865308,3.723167,2988.391064,37.338731,0.000059
22.349563,2.111539,2988.391064,37.338731,0.000059
25.039629,2.898726,2988.391064,37.338731,0.000059
40.686742,3.689670,2988.391064,37.338731,0.000059
30.438619,2.318634,2988.391064,37.338731,0.000059
34.480379,6.610409,2988.391064,37.338731,0.000059
23.364213,3.814481,2988.391064,37.338731,0.000059
38.040762,2.502471,2988.391064,37.338731,0.000059
44.356783,1.653423,2988.391064,37.338731,0.000078
47.939292,4.007579,2988.391064,37.338731,0.000059
42.034658,3.957719,2988.391064,37.338731,0.000059
13.922083,4.105036,3225.115015,182.896426,0.000059
17.940833,3.148700,3225.115015,182.896426,0.000059
21.298750,2.607650,3225.115015,182.896426,0.000059
28.055000,2.414618,3225.115015,182.896426,0.000059
27.725417,2.900102,3225.115015,182.896426,0.000059
22.173333,1.733244,3225.115015,182.896426,0.000059
20.066250,3.110067,3225.115015,182.896426,0.000059
7.333333,4.112098,3225.115015,182.896426,0.000059
15.052083,3.417908,3225.115015,182.896426,0.000059
19.237083,2.314550,3225.115015,182.896426,0.000059
11.467917,2.599341,3225.115015,182.896426,0.000059
12.422083,2.108996,3225.115015,182.896426,0.000059
19.173333,2.139809,3225.115015,182.896426,0.000059
18.122500,2.417450,3225.115015,182.896426,0.000059
21.343750,4.739767,3225.115015,182.896426,0.000059
29.616250,3.967702,3225.115015,182.896426,0.000059
37.449167,3.039839,3225.115015,182.896426,0.000059
52.061250,1.763150,3225.115015,182.896426,0.000059
77.233750,1.455827,3225.115015,182.896426,0.000059
71.795000,5.574566,3225.115015,182.896426,0.000059
31.600833,4.252547,3225.115015,182.896426,0.000059
46.340000,2.474824,3225.115015,182.896426,0.000059
77.148333,2.126340,3225.115015,182.896426,0.000059
69.262083,2.988362,3225.115015,182.896426,0.000059
55.836250,2.396763,3225.115015,182.896426,0.000059
43.500417,2.544107,3225.115015,182.896426,0.000059
56.026250,2.586182,3225.115015,182.896426,0.000059
29.484167,2.914515,3225.115015,182.896426,0.000118
37.024167,3.040899,3225.115015,182.896426,0.000059
24.899583,4.611172,3225.115015,182.896426,0.000033
23.688333,4.896040,3225.115015,182.896426,0.000059
23.723333,2.845999,3225.115015,182.896426,0.000026
27.368333,4.159856,3225.115015,182.896426,0.000091
18.342500,3.865359,3225.115015,182.896426,0.000059
12.582917,3.394623,3225.115015,182.896426,0.000059
18.375417,2.401290,3225.115015,182.896426,0.000059
19.309167,5.754649,3225.115015,182.896426,0.000041
15.955833,3.409094,3225.115015,182.896426,0.000060
19.302500,3.986841,3225.115015,182.896426,0.000055
15.873750,4.492793,3225.115015,182.896426,0.000109
12.449583,4.875816,3225.115015,182.896426,0.000059
20.607500,3.284046,3225.115015,182.896426,0.000059
30.713750,2.761902,3225.115015,182.896426,0.000059
25.385417,3.092792,3225.115015,182.896426,0.000059
20.269583,3.051325,3225.115015,182.896426,0.000059
28.090417,2.760189,3225.115015,182.896426,0.000059
24.634583,3.278271,3225.115015,182.896426,0.000059
21.283333,3.440460,3225.115015,182.896426,0.000059
24.155833,3.832573,3225.115015,182.896426,0.000070
23.337500,4.125750,3225.115015,182.896426,0.000059
23.793333,4.432948,3225.115015,182.896426,0.000059
23.373333,4.384887,3225.115015,182.896426,0.000113
32.180000,1.783422,3225.115015,182.896426,0.000059
44.150833,5.042551,3225.115015,182.896426,0.000059
32.555833,1.397796,3225.115015,182.896426,0.000059
37.915833,1.590584,3225.115015,182.896426,0.000059
50.587917,4.429504,3225.115015,182.896426,0.000059
53.811250,4.364060,3225.115015,182.896426,0.000059
46.023750,5.146049,3225.115015,182.896426,0.000059
35.633750,5.343926,3225.115015,182.896426,0.000059
29.761250,4.267531,3225.115015,182.896426,0.000059
29.018333,4.475365,3225.115015,182.896426,0.000059
34.000000,6.183327,3225.115015,182.896426,0.000059
29.317083,4.518607,3225.115015,182.896426,0.000059
33.360833,5.626227,3225.115015,182.896426,0.000059
52.925417,4.462890,3225.115015,182.896426,0.000059
43.714583,3.776798,3225.115015,182.896426,0.000059
54.415000,4.326917,3225.115015,182.896426,0.000059
40.583750,2.369950,3225.115015,182.896426,0.000059
58.562917,2.889716,3225.115015,182.896426,0.000059
55.612500,4.193162,3225.115015,182.896426,0.000088
48.290000,4.853191,3225.115015,182.896426,0.000059
49.156667,3.728021,3225.115015,182.896426,0.000059
38.780417,2.447467,3225.115015,182.896426,0.000059
58.653750,3.474554,3225.115015,182.896426,0.000059
48.470000,3.929110,3225.115015,182.896426,0.000059
56.417083,4.689778,3225.115015,182.896426,0.000059
57.282500,6.118434,3225.115015,182.896426,0.000059
45.478333,6.513075,3225.115015,182.896426,0.000059
20.116250,3.956657,3225.115015,182.896426,0.000092
18.725000,3.860633,3225.115015,182.896426,0.000085
18.117500,5.863149,3225.115015,182.896426,0.000059
39.197917,2.832767,3225.115015,182.896426,0.000059
24.155000,3.453595,3225.115015,182.896426,0.000054
30.699167,5.030028,3225.115015,182.896426,0.000059
28.125417,6.361366,3225.115015,182.896426,0.000059
29.196250,4.448512,3225.115015,182.896426,0.000059
29.961667,3.814942,3225.115015,182.896426,0.000059
25.344583,5.024799,3225.115015,182.896426,0.000052
22.170417,5.472871,3225.115015,182.896426,0.000071
25.288750,4.624390,3225.115015,182.896426,0.000059
32.451667,4.476853,3225.115015,182.896426,0.000059
27.552917,4.753499,3225.115015,182.896426,0.000059
30.801667,3.740146,3225.115015,182.896426,0.000059
27.695000,4.024892,3225.115015,182.896426,0.000059
28.645000,4.491224,3225.115015,182.896426,0.000059
20.613333,4.948417,3225.115015,182.896426,0.000059
24.364167,5.827881,3225.115015,182.896426,0.000059
23.915833,4.846655,3225.115015,182.896426,0.000059
19.749583,4.874786,3225.115015,182.896426,0.000044
19.529167,4.030414,3225.115015,182.896426,0.000059
14.447500,4.290123,3225.115015,182.896426,0.000059
9.870000,5.226312,3225.115015,182.896426,0.000059
8.758750,4.035519,3225.115015,182.896426,0.000059
13.295417,3.051644,3225.115015,182.896426,0.000059
11.648750,2.326282,3225.115015,182.896426,0.000059
21.626667,5.653271,3225.115015,182.896426,0.000059
23.175833,5.919244,3225.115015,182.896426,0.000059
30.404167,4.467426,3225.115015,182.896426,0.000095
22.616250,4.208517,3225.115015,182.896426,0.000101
19.705417,4.038070,3225.115015,182.896426,0.000059
27.678750,5.232403,3225.115015,182.896426,0.000088
21.831250,5.590631,3225.115015,182.896426,0.000059
22.963333,6.688321,3225.115015,182.896426,0.000114
19.404167,4.373562,3225.115015,182.896426,0.000059
10.690417,6.277467,3225.115015,182.896426,0.000040
14.277500,7.382946,3225.115015,182.896426,0.000059
8.443333,5.854244,3225.115015,182.896426,0.000059
26.461250,4.973809,3225.115015,182.896426,0.000059
46.467083,4.191802,3225.115015,182.896426,0.000059
12.136667,3.767659,3225.115015,182.896426,0.000059
27.755417,3.951567,3225.115015,182.896426,0.000059
30.660000,4.218256,3225.115015,182.896426,0.000059
23.659167,5.154996,3225.115015,182.896426,0.000059
21.811667,5.125466,3225.115015,182.896426,0.000059
25.459167,3.714299,3225.115015,182.896426,0.000059
30.010000,4.221490,3225.115015,182.896426,0.000059
18.818333,4.334967,3225.115015,182.896426,0.000059
13.435000,3.352051,3225.115015,182.896426,0.000059
18.236667,3.451797,3225.115015,182.896426,0.000059
24.265417,4.640059,3225.115015,182.896426,0.000059
10.192917,5.382458,3225.115015,182.896426,0.000059
8.855000,5.325581,3225.115015,182.896426,0.000059
12.605000,5.182810,3225.115015,182.896426,0.000051
17.805000,5.102309,3225.115015,182.896426,0.000099
13.316250,4.480304,3225.115015,182.896426,0.000059
18.401667,3.622962,3225.115015,182.896426,0.000049
18.393333,4.115794,3225.115015,182.896426,0.000088
16.746250,3.096352,3225.115015,182.896426,0.000077
13.190833,5.349948,3225.115015,182.896426,0.000059
13.517500,3.308263,3225.115015,182.896426,0.000059
15.206667,3.931520,3225.115015,182.896426,0.000059
25.966667,4.413730,3225.115015,182.896426,0.000059
16.062083,4.750379,3225.115015,182.896426,0.000059
23.079583,5.200488,3225.115015,182.896426,0.000059
24.399583,4.667638,3225.115015,182.896426,0.000059
16.550417,5.202924,3225.115015,182.896426,0.000059
13.602917,5.197119,3225.115015,182.896426,0.000059
13.896667,4.367331,3225.115015,182.896426,0.000059
18.427083,3.477319,3225.115015,182.896426,0.000059
14.498333,2.764084,3225.115015,182.896426,0.000059
35.336667,2.088847,3225.115015,182.896426,0.000059
16.142083,2.496562,3225.115015,182.896426,0.000050
20.188333,2.686933,3225.115015,182.896426,0.000059
23.643333,2.982996,3225.115015,182.896426,0.000105
15.330417,4.812900,3225.115015,182.896426,0.000074
20.842917,5.053097,3225.115015,182.896426,0.000060
19.590833,5.450827,3225.115015,182.896426,0.000059
20.324167,4.702124,3225.115015,182.896426,0.000154
15.325417,4.841385,3225.115015,182.896426,0.000059
16.470000,3.117442,3225.115015,182.896426,0.000059
19.524167,3.418028,3225.115015,182.896426,0.000059
16.016667,2.321488,3225.115015,182.896426,0.000084
23.452917,2.335770,3225.115015,182.896426,0.000059
30.639167,2.792967,3225.115015,182.896426,0.000059
44.505000,2.614490,3225.115015,182.896426,0.000059
41.089583,2.394331,3225.115015,182.896426,0.000059
24.492083,3.978165,3225.115015,182.896426,0.000059
28.163333,5.203817,3225.115015,182.896426,0.000059
28.817917,3.551587,3225.115015,182.896426,0.000059
14.062917,4.246106,3225.115015,182.896426,0.000059
13.890417,4.862223,3225.115015,182.896426,0.000056
14.570833,4.232300,3225.115015,182.896426,0.000066
11.801667,2.405416,3225.115015,182.896426,0.000059
23.320417,4.243940,3225.115015,182.896426,0.000059
36.957083,4.960590,3225.115015,182.896426,0.000059
14.018333,5.507921,3225.115015,182.896426,0.000061
17.935417,3.321070,3225.115015,182.896426,0.000067
16.516250,4.665970,3225.115015,182.896426,0.000048
15.689167,3.353944,3225.115015,182.896426,0.000058
10.327083,4.695038,3225.115015,182.896426,0.000059
13.616667,4.660684,3225.115015,182.896426,0.000059
17.237917,4.374683,3225.115015,182.896426,0.000074
12.443750,6.904709,3225.115015,182.896426,0.000059
18.234167,7.106060,3225.115015,182.896426,0.000059
11.397917,4.865896,3225.115015,182.896426,0.000040
20.224167,6.061193,3225.115015,182.896426,0.000059
27.293750,3.399531,3225.115015,182.896426,0.000059
18.232083,3.353110,3225.115015,182.896426,0.000059
17.577083,4.316142,3225.115015,182.896426,0.000059
13.730833,2.197002,3225.115015,182.896426,0.000059
20.678750,2.085598,3225.115015,182.896426,0.000059
14.084167,3.378751,3225.115015,182.896426,0.000050
13.368750,4.162703,3225.115015,182.896426,0.000059
18.124167,3.122512,3225.115015,182.896426,0.000059
26.298333,2.931610,3225.115015,182.896426,0.000059
20.430833,4.766446,3225.115015,182.896426,0.000059
13.223750,5.168705,3225.115015,182.896426,0.000059
17.030833,3.108308,3225.115015,182.896426,0.000059
14.167500,2.371865,3225.115015,182.896426,0.000059
14.649583,2.617156,3225.115015,182.896426,0.000059
16.281667,3.007986,3225.115015,182.896426,0.000056
